Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,City,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Sector,Date_Scraped,Job_URL,Job_ID,ISCO_Source,ISCO_Reclassified,Employer_Type_Raw,Employer_ISIC_4,Employer_Category_Confidence_Level,Employer_ISIC_2
"Housekeeping Attendant, INNSiDE Dresden, Dresden",Cleaners & Helpers (ISCO 91),9112.0,911.0,91.0,"Cleaners and helpers in offices, hotels and other establishments",Saxony,Dresden,INNSIDE by Meliá Dresden,Accommodation,2026-06-10 00:00:00,Full-time,,"• responsible for the order and cleanliness of the public areas of the hotel including restaurant, bar, main entrance, underground parking, elevators, function rooms, sauna and gym
• regular cleaning of the floor floor and stairwells
• Ensure the cleanliness of the guest toilets and the restaurant/bar during events
• Reporting of missing work materials or low stock levels
• Distribution of clean laundry on all floors
• Collect return dirty laundry and ensure collection by the laundry
• Cleaning of the guest rooms, e.g. for room changes and late departures
• Contact for guests
• salary range between 31.980,- € to 35.184,- € annual gross salary (depending on qualification)","• first experience in the hotel industry, room cleaning advantageous
• Orderly awareness
• Teamwork
• good eye for details
• Host mentality
• Organizational talent
• Good manners
• Flexibility
• Load capacity
• Standby for shift work","• You get 30 days of holiday a year so that you can recover sufficiently.
• We will cover the costs for your ticket to Germany so that you stay mobile.
• You will receive discounted rates in all Meliá Hotels International hotels and resorts worldwide, including for your family and friends.
• You benefit from a 30% discount on food and drinks in all Meliá hotels worldwide.
• You work in a supportive and respectful team that wants to grow together with you.
• You will receive structured training and support to facilitate your entry.
• We offer you internal and external training as well as internal career opportunities.
• You have the opportunity to develop yourself professionally and personally and to contribute your own ideas.
• A varied and exciting work day awaits you.
• There are free hot and cold drinks as well as daily fresh, free meals in our staff canteen.
• We provide you with free service clothes and take care of their cleaning - also for your private business clothes.
• Regular team events and parties ensure a good mood.
• We regularly organize health days and offer discounts on gym memberships.
• You profit from attractive employee discounts on clothes, rental cars and much more at over 600 brands.
• Through our ""Inspiring Friends"" program you will receive a bonus of €1,000 if you advertise new employees.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Housekeeping-Attendant-m-w-d-INNSiDE-Dresden-Dresden-INNSIDE-by-Meliá-Dresden--14138479-inline.html,Job-7006,Rule_title,No,Direct Employer,5510,High,55
"Dual Studies Health Management (B.A.) at the Virtual Campus - Body Forms, Freital",Legal Social & Religious Associates (ISCO 34),3423.0,342.0,34.0,Fitness and recreation instructors and programme leaders,Saxony,Freital,IU Internationale Hochschule,Education,2026-06-10 00:00:00,Full-time,,"• You don't have to pay any tuition fees - we take this from body shapes for you!
• A monthly remuneration of about 500 € awaits you
• You work with motivated and competent colleagues:
• You have development and training opportunities
• You can participate in our team events
• State-recognised degree: start with a full-fledged, recognised university degree professionally by:
• Flexible study: Learn wherever you are - whether at home or on the road.
• Digital exchange: Connect online with fellow students and lecturers
• Innovative platforms: You learn independently on myCampus with innovative learning materials and the AI-learning assistant Syntea
• Discounts : You benefit from attractive discounts at UNiDAYS, Spotify, 25hours Hotels and other partners of the IU","• With us you will learn how EMS (electronic muscle stimulation) works and how it works, and you will learn more about it under our guidance.
• You advise our customers competently and individually and accompany them in the areas of fitness, health and EMS application
• You plan, schedule and guide personal training
• You show newcomers what EMS can and advises like a pro
• You support the planning and execution of cool marketing actions","• Start your studies at the IU with (special) abitur, a qualified vocational qualification or as a state-owned technician:in/business administrator:in
• You can prove German knowledge according to language level B2
• You have pleasure in sports and exercise and stress is a foreign word for you
• You are independent and motivated
• You have no problems to learn
• You are distinguished by team spirit, humor and determination",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Duales-Studium-Gesundheitsmanagement-B-A-am-virtuellen-Campus-Koerperformen-Freital-Home-Office-IU-Internationale-Hochschule--14134227-inline.html,Job-7007,Gemini,No,Recruitment Agency,8530,High,85
"Dual Studies in Health Management (B.A.) at the Virtual Campus - Body Shapes, Dresden",Legal Social & Religious Associates (ISCO 34),3423.0,342.0,34.0,Fitness and recreation instructors and programme leaders,Saxony,Dresden,IU Internationale Hochschule,Education,2026-06-10 00:00:00,Full-time,,"• You don't have to pay any tuition fees - we take this from body shapes for you!
• A monthly remuneration of about 500 € awaits you
• You work with motivated and competent colleagues:
• You have development and training opportunities
• You can participate in our team events
• State-recognised degree: start with a full-fledged, recognised university degree professionally by:
• Flexible study: Learn wherever you are - whether at home or on the road.
• Digital exchange : Connect online with fellow students and lecturers
• Innovative platforms: You learn independently on myCampus with innovative learning materials and the AI-learning assistant Syntea
• Discounts : You benefit from attractive discounts at UNiDAYS, Spotify, 25hours Hotels and other partners of the IU","• With us you will learn how EMS (electronic muscle stimulation) works and how it works, and you will learn more about it under our guidance.
• You advise our customers competently and individually and accompany them in the areas of fitness, health and EMS application
• You plan, schedule and guide personal training
• You show newcomers what EMS can and advises like a pro
• You support the planning and execution of cool marketing actions","• Start your studies at the IU with (special) abitur, a qualified vocational qualification or as a state-owned technician:in/business administrator:in
• You can prove German knowledge according to language level B2
• You have pleasure in sports and exercise and stress is a foreign word for you
• You are independent and motivated
• You have no problems to learn
• You are distinguished by team spirit, humor and determination",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Duales-Studium-Gesundheitsmanagement-B-A-am-virtuellen-Campus-Koerperformen-Dresden-Home-Office-IU-Internationale-Hochschule--14134225-inline.html,Job-7008,Gemini,No,Recruitment Agency,8530,High,85
"Assistant Front Office Manager / Deputy Head of Reception, Dresden",Customer services clerks (ISCO 42),4224.0,422.0,42.0,Hotel receptionists,Saxony,Dresden,Radisson Blu Park Hotel & Conference Centre Dresden Radebeul,Accommodation,2026-06-10 00:00:00,Full-time,,"• Responsibility for a smooth process at reception
• Support and relief of reception and representation in the event of absence
• Ensuring operational operations in close coordination with all departments
• room allocation taking into account the wishes and needs of the guests
• Welcome of the guests as well as professional handling of arrivals and departures
• Care and competent advice throughout the stay
• regular cash management and day and shift accounts
• Takeover of general administrative activities, in particular service planning
• Clarification and coordination of accounting arrangements with guests
• Active participation in ensuring service quality
• Professional handling of guest feedback and complaints
• Co-responsibility for the leadership, training and motivation of the Front Office team as well as the trainees","• Completed vocational training in the upscale hotel industry
• Perennial work experience at reception in a comparable position and size
• Trainer's suitability (AEVO)
• Very good knowledge of German and English in word and writing
• Excellent service orientation and high commitment
• Self-employed and responsible working methods
• High quality awareness
• Organisational strength and structured working methods
• Teamwork skills and social competence","• an interesting and varied activity in a young, guest- and service-oriented team
• guaranteed parking in the hotel's underground car park
• appealing Logis and F&B discounts in the hotel group
• Occupational pension Hogarente
• Business health insurance bKV
• Buffet meals in our staff restaurant
• Employee events & health days
• Open door policy
• Birthday Gift & Honor of Jubilees
• 39 h week & working time account
• free use of the hotel's fitness area",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Assistent-Front-Office-Manager-m-w-d-stellv-Empfangsleitung-m-w-d-Dresden-Radisson-Blu-Park-Hotel-Conference-Centre-Dresden-Radebeul--13880305-inline.html,Job-7009,Rule_title,No,Direct Employer,5510,High,55
"Chef de Rang / Oberkellner in late service, Dresden",Personal Service Workers (ISCO 51),5131.0,513.0,51.0,Waiters,Saxony,Dresden,Radisson Blu Park Hotel & Conference Centre Dresden Radebeul,Accommodation,2026-06-10 00:00:00,Part-time,,"• Serving, serving and receiving food and drinks in late service
• Self-employed organization of stations and commis, demi bosses, trainees and assistants
• Change responsibility
• Personal responsibility in the area of service/station management","• Experience in the upscale hotel industry or hospitality
• optimal service at the guest
• Ambitious learning of food (tasting, composition, preparation)
• Fun at team play between kitchen, guest and reservation
• Joy in preparing the service stations, Mise-en-Place
• Motivation and motivational spirit, openness, dynamism and patience
• Responsibility for proper accounting and settlement
• solid knowledge of German and English
• sovereign appearance","• An interesting and varied activity in a young, guest- and service-oriented team
• guaranteed parking in the hotel's underground car park
• appealing Logis and F&B discounts in the hotel group
• Occupational pension Hogarente
• Business health insurance BKV
• Buffet meals in our staff restaurant
• Employee events & health days
• Open door policy
• Birthday Gift & Honor of Jubilees
• 39 h week & working time account
• Use of the hotel's fitness area",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Chef-de-Rang-m-w-d-Oberkellner-m-w-d-im-Spaetdienst-Dresden-Radisson-Blu-Park-Hotel-Conference-Centre-Dresden-Radebeul--12968235-inline.html,Job-7010,Rule_title,No,Direct Employer,5510,High,55
"Planning Director Electrical Engineering, Stuttgart",Science & Engineering Professionals (ISCO 21),2151.0,215.0,21.0,Electrical engineers,Baden-Württemberg,Stuttgart,Drees & Sommer SE,Architectural and engineering activities; technical testing and analysis,2026-06-10 00:00:00,Full-time,,"• Full planning and project management responsibility within planning projects
• Development and planning of total electrical engineering solutions according to the full performance phases of the HOAI (planning, tendering, awarding)
• Material and organizational management responsibility for expert planning teams in the supply and building technology and commercial responsibility for the planning project
• Control of the planning process within the general planning and interface to the internal and external planning participants
• Advising our customers as well as sparring with internal departments with regard to planning processes of supply technology and building systems
• Develop innovative solutions for electrical planning for complex projects, buildings and plants","• Successful completion of studies in electrical or energy technology or a comparable qualification
• Several years of sound professional experience in a comparable position with planning or project management responsibility at a general planning company or TGA specialist planning office
• Well-founded knowledge in the design and design of concepts of technical building equipment, especially electrical engineering
• Willingness to make project-related journeys in the day pendulum area
• Self-responsible, conceptual, structured and cross-work work with the integral project approach
• Solution-oriented negotiation skills and a good sense of people and facts","• To ensure your work-life balance, we offer the possibility of mobile work
• We promote your professional and personal development through individual training and further education at the Drees & Sommer Academy
• We support your health with a bonus for active sports or a grant to join EGYM-Wellpass
• We promote sustainable mobility with job bike leasing, public transport subsidy or company car (position dependent)
• Additional attractive offers with discounts in the Corporate Benefits Portal. Employee recommendation program with attractive premium regulation
• We offer a KITA grant to reconcile work and family life. In addition, we offer additional services for special private events",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Planungsleiter-w-m-d-Elektrotechnik-Stuttgart-Koeln-Berlin-Dresden-Leipzig-Drees-Sommer-SE--11796169-inline.html,Job-7011,Gemini,No,Direct Employer,7110,High,71
"Night auditors and hotel specialists, Dresden",Customer services clerks (ISCO 42),4224.0,422.0,42.0,Hotel receptionists,Saxony,Dresden,IHRE WACHE GmbH,Security and investigation activities,2026-06-10 00:00:00,Part-time,,"- Take over of the reception service at night (mo.-so. incl. FT from 22.00 - 6.00 am) - After a qualified training, independent execution of the check-in/check-out and the closing of the day - The takeover of the telephone service - telephone consultation and reception of bookings and reservations - is one of the daily tasks - processing of bookings, reservations and payments (cash settlement) - First business card for our customers through visitor reception and as first contact person for customers, guests and employees - Further service activities","Prerequisites for applicants- Completed vocational training or professional experience in the hotel industry or in dealing with customers and guests required - German knowledge fluent in word and writing as well as good English knowledge - Very good PC knowledge - High communication and organizational ability - readiness for night, Sunday and holiday work - Police management certificate without Registrations Advantage is - Training Hotel specialist/wife Advantage - Professional experience in the hotel industryRequirements for the applicant: Basic knowledge: Reservation (hotel and restaurant industry) Advanced knowledge: Office and administrative work, cashing, providing information, hotel reception","Our offer- Minijob at 538 € / base - partial and full-timeWe offer!- A secure permanent job in a growth-oriented company - Pay according to the collective agreement. Supplements according to the collective agreement - Retirement premiums depending on the qualification possible - qualified training and promotion possibilities - possible applications according to your strength - exciting, varied activities in a dynamic, young team - professional training in our in-house safety school - healthy and safe with our company Health management - Various benefits (leisure activities etc. pp.)People with severe disability or equality are given preferential consideration when filling jobs with equal suitability.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Night-Auditoren-sowie-Hotelfachkraefte-m-w-d-Dresden-IHRE-WACHE-GmbH--13287975-inline.html,Job-7012,Rule_title,Yes,Direct Employer,8010,High,80
"Dual Studies in Hotel Management, Dresden",Hospitality Retail & Other Service Managers (ISCO 14),1411.0,141.0,14.0,Hotel managers,Saxony,Dresden,Motel One GmbH,Accommodation,2026-06-09 00:00:00,Full-time,,"• Front Office & Reservation : Check-in, guest communication, service quality
• Breakfast & Bar : Procedures, standards, organization in service
• Housekeeping & Quality Checks : Cleanliness & Cooperation with External
• Revenue & Sales : pricing, customer acquisition
• Backoffice & Administration : Purchasing, Numbers & Reports","• Internationally renowned and state-recognized Bachelor of Arts degree in hotel management (currently in the accreditation process)
• General university entrance qualification / Fachhochschulreife or a completed vocational training with at least three years of relevant professional experience or a master's certificate or further education (e.g. as an IHK specialist or business manager)
• Very good knowledge of English in word and writing
• High degree of flexibility, teamwork and resilience
• Positive appearance, commitment and joy in contact with guests
• First experiences in the hotel industry or the willingness to go to a pre-internship at Motel One
• Ready to travel to Munich for the theoretical phases","• Duration of study: 7 semesters
• Internal Motel One class with approx. 25 students
• 6 weeks of theoretical/examination phases per semester in Munich
• Quiet learning atmosphere, intensive care and personal exchange
• Structured training and permanent contact persons
• A workplace with a perspective: Motel One is international, dynamic and full of opportunities - our take-over rate for dual students is 70-80%.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Duales-Studium-Hotelmanagement-m-w-d-Dresden-Motel-One-GmbH--14131880-inline.html,Job-7013,Gemini,Yes,Recruitment Agency,5510,High,55
"Dual Studies Marketing (B.A.) - Schuh-Haaser GmbH, Bautzen",Business & Administration Professionals (ISCO 24),2431.0,243.0,24.0,Advertising and marketing professionals,Saxony,Bautzen,IU Internationale Hochschule,Education,2026-06-09 00:00:00,Full-time,,"• You do not have to pay any tuition fees - we will take over this from Schuh-Haaser GmbH for you!
• You have flexible working hours
• You profit from discounts
• You can work in the home office
• You work with motivated and competent colleagues:
• You have development and training opportunities
• You can participate in our team events
• A state-recognized degree with practical content and a Bachelor of Arts degree (B.A.)
• Your study advice, study guides and teachers support you at any time, and you learn in small groups
• You have the possibility to apply for BAföG
• Ideal career prospects await you through practice-oriented teaching
• You profit from attractive discounts at UNiDAYS, Spotify, 25hours Hotels and other partners of the IU","• You support and support campaigns in all areas of marketing for the brand Schuh-Haaser
• You support the team in administrative and organizational day-to-day business related to marketing and communication
• You take on independent tasks in digital marketing and support e.g. in social media community management
• You support in the implementation of marketing measures and the control of the relevant service providers such as advertising agencies and printers
• Get involved in creative processes to find new solutions for addressing our target group
• You create content (texts, images) for our internal and external corporate communications
• You accompany business trips to create content
• You cut and edit image and video material","• Start your studies at the IU with (special) abitur, a qualified professional degree or as a state-owned technician:in/business administrator:in
• You can prove German knowledge according to language level B2
• You are ready to take an aptitude test after your application to show that this design study is something for you
• You have already gained initial experience in marketing/online marketing
• You have good MS-Office knowledge
• Working independently, as well as working in a team is fun
• A fast understanding and high willingness to learn distinguish you
• Self-employed Internet searches and the creation of presentations are an easy task for you
• You are self-confident, committed and strong in communication
• Fun performing in front of and behind the camera
• You want to give yourself professional gas and occupy an important key position",Remote,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Duales-Studium-Marketing-B-A-Schuh-Haaser-GmbH-Bautzen-Dresden-IU-Internationale-Hochschule--14057331-inline.html,Job-7014,Gemini,No,Direct Employer,8530,High,85
"Leading housekeeper (all genders), Dresden",Personal Service Workers (ISCO 51),5151.0,515.0,51.0,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",Saxony,Dresden,ARCOTEL HafenCity Dresden,Accommodation,2026-06-09 00:00:00,Full-time,,"• Self-responsible management of the complete cleaning area of the hotel such as all hotel rooms, public areas, seminar rooms, outdoor areas, ...
• Administrative activities and training of employees
• Responsibility for cleanliness in all areas
• Coordination of cleaning projects and implementation of quality standards, including the processing of guest requests, room controls and other obligations
• Assistance in cleaning the public areas and rooms if necessary
• Design of the roster","• Experience in the management of a housekeeping team
• Good knowledge of German and English
• Self-confident appearance and good assertiveness
• Experience with standard MS-Office applications, ideally also with Protel
• Self-responsible operation and high commitment","• 30 days of holiday
• In the case of work on a public holiday, a supplement is paid
• Attractive remuneration and premium scheme
• A motivated and professional team
• Travel allowance for public transport
• Development and promotion opportunities
• Free and varied meals
• ""bring a friend"" premium programme
• Summer party & Christmas party
• benefits and added value
• Holiday allowance
• Surprises on special occasions",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Leitende-Hausdame-all-genders-Dresden-ARCOTEL-HafenCity-Dresden--13812383-inline.html,Job-7015,Rule_title,Yes,Direct Employer,5510,High,55
"Kitchen ladders, ratchets",Legal Social & Religious Associates (ISCO 34),3434.0,343.0,34.0,Chefs,Saxony,Rathen,Hotel Amselgrundschlößchen,Accommodation,2026-06-09 00:00:00,Full-time,,"• Overall responsibility for the kitchen area
• Leadership, motivation and deployment planning of the kitchen team
• Organization of working procedures in the kitchen
• Control of food quality and presentation
• Planning and implementation of menus, menus and buffets
• Purchasing, warehousing, warehousing and inventory
• Compliance and monitoring of hygiene standards (HACCP)
• Cooperation with the management and other departments
• Participation in events and special actions","• Your profile:
• Completed training as a chef, ideally with further training as a kitchen master
• Multi-annual work experience in catering, gastronomy or hotels - ideally in a leading position
• Leadership, teamwork, assertiveness and structured working methods
• Organizational talent and entrepreneurial thinking
• High quality standards and cost-conscious work
• Experience in dealing with commodity management systems, service planning and calculation
• Safe handling of hygiene guidelines and food safety
• Strength of communication, teamwork and loyalty
• Loadability and flexibility to keep track even in stressful situations","• We offer you:
• A responsible management function
• A secure workplace in a family business rich in tradition
• Flat hierarchies and open communication
• Co-design possibilities in the overall gastronomic concept
• A pleasant family atmosphere
• An attractive salary package consisting of a monthly fixed salary, tax-free surcharges for work on Sundays and public holidays
• Paid overtime
• In addition, we participate in your travel costs in the form of a monthly material purchase (job ticket or tank voucher) as well as free food (partly also logie)
• Fair and punctual remuneration
• Transparent roster and time recording system
• Employee parking directly at the hotel
• Good accessibility by public transport (25 min from Pirna, 45 min from Dresden)",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Kuechenleiter-m-w-d-Rathen-Hotel-Amselgrundschloesschen--12775324-inline.html,Job-7016,Rule_title,No,Direct Employer,5510,High,55
"Second Housekeeper / Assistant Executive Housekeeper, Dresden",Personal Service Workers (ISCO 51),5151.0,515.0,51.0,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",Saxony,Dresden,Congress Hotel Dresden Betriebs GmbH,Accommodation,2026-06-07 00:00:00,Full-time,,"Your area of responsibility:An exciting and varied activity awaits you with a lot of personal responsibility in a motivated team. They support and represent the 1. These are mainly:*Control of the guest rooms and public areas on order & cleanliness according to the specified standards *Approval of different coordination and planning tasks as well as projects *Creating and evaluating key figures from the department as well as derivation of measures *Optimization of processes and Quality management *Leadership, training and further development of the team *Interdisciplinary cooperation with our health resort team *Responsibility for compliance with all statutory regulations regarding hygiene and occupational safety *Co-responsibility for quality and positive appearance of the company","You should bring this with you:*Completed vocational training in the hotel industry *Very good knowledge of German and English *Perennial work experience in the hotel industry, initial knowledge of leading teams *High commitment and self-responsible work *Quality awareness and entrepreneurial thinking *Organizational talent *Friendly and cordial appearance *Service readiness and great interest in a team-oriented approach *Flexibility and commitment *Well-kept appearance, good manners, as well as discretion and loyalty *Ready for shift and weekend workRequirements for the applicant: Advanced knowledge: Quality management, cleaning","*An interesting and varied activity in a young guest and service-oriented team *Extensive and effective training *VVO job ticket or guaranteed parking *Operational health insurance * Catering in the staff restaurant *Regular development talks, individual promotion and development *High personal responsibility *Responsive Logis and R&B discounts in the Hotel group *Remuneration based on the collective agreement of the NGG *39 hours working week & working time account *Sun/holiday & night extras *Use of the hotel's fitness area *Employee events & health days *Service clothing including cleaning & much more - Convince yourself.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Zweite-Hausdame-Assistant-Executive-Housekeeper-Dresden-Congress-Hotel-Dresden-Betriebs-GmbH--13733323-inline.html,Job-7017,Rule_title,Yes,Recruitment Agency,5510,High,55
"Secretary, Dresden",General & Keyboard Clerks (ISCO 41),4120.0,412.0,41.0,Secretaries (general),Saxony,Dresden,ABG Allgemeine Beratungs- und Treuhandgesellschaft mbH Steuerberatungs gesellschaft,Legal and accounting activities,2026-06-07 00:00:00,Part-time,,"• Coordination of appointments and requests, mail processing and internal and external correspondence
• Time limits control, order management and work for controlling and billing
• Responsibility for the receiving area - you are the focal point of our firm and ensure that everyone can work digitally
• Enough space for your own initiatives in the company","• An organizational talent with completed commercial or comparable training, including personalities from the hotel industry, retail trade or gastronomy
• Professional experience in the secretariat of a tax or law firm, or desirable in the assistance or reception area
• An experienced handling of MS-Office, the willingness to deal with new software applications, e.g. DATEV, as well as a fundamental understanding and interest in digitization processes
• Accuracy, reliability, adherence to deadlines and human knowledge are essential in dealing with the sensitive data of our clients
• Communicative team players with enthusiasm, commitment, affinity for digital work and a sense of family values fit well with us, because these qualities distinguish our team","• Flat hierarchies, a family relationship, diversity and individual working patterns
• A varied range of tasks and space for own initiative
• Individual further education and training in connection with career coaching
• Extensive benefit package with, among other things, material reference, fitness offers or company bike
• A modern, ergonomic and digitally oriented working environment
• Joint experiences such as team trips, fruit basket, snacks, (hot) drinks and much more.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Sekretaer-in-Dresden-ABG-Allgemeine-Beratungs-und-Treuhandgesellschaft-mbH-Steuerberatungs-gesellschaft--13733684-inline.html,Job-7018,Rule_title,No,Direct Employer,6920,High,69
"Housekeeper / Executive Housekeeper m/w/d, Dresden",Personal Service Workers (ISCO 51),5151.0,515.0,51.0,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",Saxony,Dresden,Congress Hotel Dresden Betriebs GmbH,Accommodation,2026-06-07 00:00:00,Full-time,,"Your area of responsibility:These are mainly:- Management of the housekeeping team - Organisation of daily operation - Ensuring cleanliness and hygiene - Cleaning & control of the guest rooms and public areas on order & cleanliness according to the established standards - Take over of different coordination and planning tasks as well as projects - Creation and evaluation of key figures from the department as well as derivation of measures - optimization of processes and quality management - leadership, training and further development of the team - responsibility for compliance with all legal regulations regarding hygiene and occupational safety - responsibility for quality and positive appearance of the company","You should bring this with you:- Completed vocational training in the hotel industry - Very good knowledge of German and English - Several years of professional experience in the hotel industry, initial knowledge of leading teams - High commitment and self-responsible work - Quality awareness and entrepreneurial thinking - Organizational talent - Friendly and cordial appearance - Service readiness and great interest in a team-oriented working method - flexibility and commitment - Well-kept appearance, good manners, as well as discretion and loyalty - readiness for shift and weekend workRequirements for the applicant: Advanced knowledge: quality management, cleaning","An exciting and varied activity with a lot of personal responsibility in a motivated team awaits you.*An interesting and varied activity in a young guest- and service-oriented team *Extensive and effective training *VVO Jobticket or guaranteed parking *Operational health insurance * Catering in the staff restaurant *Regular Development talks, individual promotion and development *High personal responsibility *Responsive Logis and R&B discounts in the hotel group *Remuneration based on the collective agreement of the NGG *39 hours working week & working time account *Sun / holiday & night surcharges *Use of the hotel's fitness area *Employee events & health days *Service clothing including cleaning & much more - Convince yourself.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Hausdame-Executive-Housekeeper-m-w-d-Dresden-Congress-Hotel-Dresden-Betriebs-GmbH--13733281-inline.html,Job-7019,Rule_title,Yes,Recruitment Agency,5510,High,55
"Souschef, Dresden",Legal Social & Religious Associates (ISCO 34),3434.0,343.0,34.0,Chefs,Saxony,Dresden,Hotel Taschenbergpalais Kempinski Dresden,Accommodation,2026-06-07 00:00:00,Full-time,,"• In this position, you are particularly responsible for a high quality that is appropriate to the house.
• Review of food stocks and inventory
• Review and control of work processes and occupational safety
• Through your special experience in the a la carte as well as in the banquet and catering sector, your creativity and your wealth of ideas, as well as your independent and structured working methods, you encourage and demand the team
• creation of menus
• Further support our chef and chef and represent them during their absence.","• Completed vocational training to cook
• appropriate professional experience in the catering/hotel industry
• Creativity, passion and love for cooking
• Service readiness and great interest in a team-oriented way of working
• Knowledge and experience in all posts
• Flexibility and readiness for shiftwork and weekend work
• Well-kept appearance, good manners and discretion and loyalty","• Permanent employment contract - we give you our trust
• Collective compensation under the collective agreement of the Saxon Hotel and Restaurant Association
• Holiday and Christmas money
• Orientation - a multi-day onboarding organized by our in-house training manager to give you a smooth start
• Staff restaurant - daily full catering with a selection of different dishes and drinks
• Further development - individual development possibilities as well as regular, exciting trainings in the various departments
• Free service clothes and cleaning
• 50% discount in our F&B outlets
• Discounted room rates for yourself, family and friends at all Kempinski Hotels & Resorts worldwide, as well as GHA Hotels employee events",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Dresden-Hotel-Taschenbergpalais-Kempinski-Dresden--13998186-inline.html,Job-7020,Rule_title,No,Recruitment Agency,5510,High,55
"Barkeeper Hotel Barkeeper, Dresden",Personal Service Workers (ISCO 51),5132.0,513.0,51.0,Bartenders,Saxony,Dresden,Hilton Dresden,Accommodation,2026-06-06 00:00:00,Full-time,,"• Preparation of cocktails, long drinks and classic and creative bar drinks
• warm and professional support of our guests
• Ensuring a smooth flow during the shift
• responsible handling of goods, stocks and working materials
• Compliance with hygiene, quality and service standards
• Support and cooperation with the entire service and bar team
• Co-design of a hospitable and professional Ambieres.","• Perennial work experience as a bartender
• Very good knowledge of classic cocktails and bar culture
• Durability and sovereignty even with high guests
• friendly, well-kept and professional appearance
• high service orientation and genuine interest in hospitality
• Reliability, responsibility and team spirit
• a humanly pleasant, respectful and positive way of dealing with guests and colleagues.","• an esteemed and collegial environment
• Space for own ideas and personal development
• Structured training and support by a motivated team
• Responsible tasks with room for negotiation
• a good salary (according to experience at least BW 3.3., pay agreement DEHOGA Sachsen)
• many local and international benefits of the hotel chain and the house.",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Barkeeper-Hotel-m-w-d-Barkeeper-m-w-d-Dresden-Hilton-Dresden--14118485-inline.html,Job-7021,Rule_title,Yes,Direct Employer,5510,High,55
"Trainee Hotel Specialist - Start: August 2026, Dresden",Customer services clerks (ISCO 42),4224.0,422.0,42.0,Hotel receptionists,Saxony,Dresden,Radisson Blu Park Hotel & Conference Centre Dresden Radebeul,Accommodation,2026-06-06 00:00:00,Full-time,,"• Dealing with guests and designing the guest experience
• Organization of the reception and reservation area
• Sale of overnight stays and services
• Implementation of operational channel and revenue management
• Organisation and organisation of events
• Planning, implementation and control of housekeeping
• Serving food and drinks, tasks in food & beverage management
• Guidance and leadership of employees
• Interface management","• You have at least a good real degree
• You are ready to take responsibility
• Your friendly and open style distinguishes you
• You have good knowledge of foreign languages
• You enjoy dealing with foreign nations and cultures","• You will be trained in the various areas of the four-star hotel industry
• We offer you an extensive training program / talent promotion
• We offer you a 39 hours week and a working time account
• We are a certified ""TOP training company""
• Holiday allowance and supplements
• Employee events & health days
• Birthday present
• Parking in the hotel garage
• The staff restaurant is open to you every day
• Service clothing including cleaning
• Free use of the hotel's fitness area
• After your training, the world is open to you",On-site,Hospitality & Food Services,2026-06-16,https://www.stepstone.de/stellenangebote--Auszubildende-Hotelfachmann-Hotelfachfrau-m-w-d-Start-August-2026-Dresden-Radisson-Blu-Park-Hotel-Conference-Centre-Dresden-Radebeul--13307396-inline.html,Job-7022,Rule_title,No,Recruitment Agency,5510,High,55
