Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,City,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Sector,Date_Scraped,Job_URL,Job_ID,ISCO_Source,ISCO_Reclassified,Employer_Type_Raw,Employer_ISIC_4,Employer_Category_Confidence_Level,Employer_ISIC_2
"Training as a specialist (m/w/d) for warehouse logistics and specialist warehouse operator (m/w/d) August 2026, Hamburg",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Hamburg,Henri Benthack GmbH & Co. KG,"Wholesale trade, except of motor vehicles and motorcycles",2026-06-27 00:00:00,Full-time,,"• You accept goods and building materials and check them for completeness and integrity
• You ensure that our products are stored safely and systematically, even with trucks
• You process customer orders, commission and pack materials professionally
• You use modern warehouse and warehouse management systems for digital documentation
• You work with experienced colleagues and get to know the business process of a trading company in practice
• You help to organize transport and optimize storage processes
• You carry out quality checks and support during inventory
• You get insights into different storage areas and interfaces to other departments such as purchasing and sales","• Main or secondary education
• Physical fitness and team spirit
• Interest in technology, logistics and customer contact
• Commitment and willingness to learn","• Education: secondary school leaving or higher
• Application deadline: 15.07.2026
• Region: Hamburg
• Start of training: 01.08.2026
• Training in: Hamburg-Billbrook
• Duration of training: 3 years
• Earnings 1st year of training: € 1.202
• Earnings 2nd year of training: € 1,280
• Earnings 3rd year of training: € 1.399
• Duration: 3 years
• Duration: 2 years",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Ausbildung-zur-Fachkraft-m-w-d-fuer-Lagerlogistik-und-zum-Fachlagerist-m-w-d-August-2026-Hamburg-Henri-Benthack-GmbH-Co-KG--14145707-inline.html,Job-3819,Rule_title,Yes,Direct Employer,4663,Medium,46
"Workshop helpers - warehouse management, transport (m/w/d) wanted, Trittau",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Trittau,Heinz Schirmacher GmbH,Not specified,2026-06-27 00:00:00,Full-time,,"- acceptance and control of goods including booking in the goods management system - storage and booking in the ERP system - self-employed goods picking order, project and production-related - preparation of shipments, packaging of goods and other goods Machinery and handover to forwarding agents -Operation of modern storage technology (forklifts) -Contribution to the cleaning and maintenance of workshop, office and premises -Implementation and monitoring of special tasks and taking over of own projects","- Ideally you have first experience in warehouse and shipping -Technical understanding and craftsmanship -Guide certificate class B, forklift license would be desirable -You like to work in a team and are open -Initiative and independent work are fun -User knowledge in MS Office and in the handling of ERP systems","-A versatile and varied area of responsibility in a modern company -Special payments such as holiday and Christmas money, as well as other special payments -In-house pension provision & capital-effective benefits -30 days holiday entitlement -Intensive and individual training by experienced colleagues -An interesting and varied area of responsibility, in a collegial Team -Flat hierarchies as well as an open and personal communication culture in a family working environment At Schirbacher you get your chance to bring your ideas into the world at any time to grow together with us. The team idea is lived daily with us, because only in this way can we achieve our goals together. We rely on long-term cooperation and feel confirmed by the long-standing loyalty of our employees: inside.The person names used in this advertisement refer - unless otherwise stated - to all genders. This will meet the requirements of gender-appropriate language without changing any person's name.",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Werkstatthelfer-Lagerwirtschaft-Transport-m-w-d-gesucht-Trittau-Heinz-Schirmacher-GmbH--14203903-inline.html,Job-3820,Gemini,Yes,Direct Employer,,Low,
"Training Specialist for warehouse logistics (m/w/d) Hamburg-Wandsbek, Hamburg",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Hamburg,BAUHAUS,"Retail trade, except of motor vehicles and motorcycles",2026-06-27 00:00:00,Full-time,,"• In your training as a specialist for warehouse logistics (m/w/d) you learn what matters in logistics and incoming goods directly in the BAUHAUS Fachcentrum
• Our specialist departments rely on you, because you always provide them with new goods and take them with you every step in the logistics of goods
• Learn how to accept, store, pack and ship goods and how to meet all safety and quality standards in the warehouse
• In the third year of training you will learn everything about commercial processes, inventory controls and warehouse management
• Once you are of age, you will be making your forklift license free of charge and becoming a professional in handling work and industrial trucks","• A school leaving certificate is important - but above all your personality counts
• You impress with your care, your organizational talent and team spirit
• You are reliable, work independently and keep track of stressful situations
• You want to get to know the exciting world of logistics and incoming goods directly in a BAUHAUS Fachcentrum","• Good together. Even better with you: Become part of a really good team and get involved with your strengths
• Your way. Our support: Excellent training concept, experienced trainers:inside, regular training and learning aids
• Above average salary: €1,120 per month in the first year, €1,230 in the second year and €1,410 in the third year of training, plus Christmas money, holiday money and capital benefits
• Training with a perspective: possible reduction in training and permanent acceptance of good performance
• Networking: Make valuable contacts at Azubi events, team building activities and projects
• Enough time for you: 30 days vacation, five-day week and a vocational school in your area
• Employee benefits: own iPad also for private use, travel allowance, corporate benefits and shopping benefits from the BAUHAUS employee card",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Ausbildung-Fachkraft-fuer-Lagerlogistik-m-w-d-Hamburg-Wandsbek-Hamburg-Wandsbek-BAUHAUS--14144697-inline.html,Job-3821,Rule_title,Yes,Recruitment Agency,4752,High,47
"Specialist warehouse (m/w/d), Borstel high-speed",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Schleswig-Holstein,Borstel-Hohenraden,ATC Handels GmbH,"Wholesale trade, except of motor vehicles and motorcycles",2026-06-27 00:00:00,Full-time,,- Grain-commissioning & assembly of goods - Warehouse maintenance and control - Professional handling of fluorine-fed vehicles - Loading and unloading of trucks and containers,"- Completed training and professional experience as a specialist warehouse:in - Flexibility, resilience and rapid understanding - Self-employed and careful working methods",Hours: Full-time as 39 hours per week Start: now Ideal location: Industrial area Pinneberg Nord on the A23 motorway - young team & fast career opportunities - flexible working hours - gliding time - monthly team events,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Fachlagerist-m-w-d-Borstel-Hohenraden-ATC-Handels-GmbH--14204083-inline.html,Job-3822,Rule_title,Yes,Direct Employer,4669,Medium,46
"Employees (m/w/d) in the area of goods registration and warehouse logistics in full time, Hamburg",Drivers and mobile plant operators (ISCO 83),8322.0,832.0,83.0,"Car, taxi and van drivers",Hamburg,Hamburg,NonFood Werbeagentur GmbH,Advertising and market research,2026-06-26 00:00:00,Full-time,,"• Unpacking and checking incoming goods
• Sorting and sorting the articles
• Comparison of deliveries with delivery notes
• Registration of goods in the system (goods management system)
• Storage of the goods in the corresponding shelves
• General storage activities
• Transport of goods and supplies
• Driving a transporter (e.g. Sprinter)","• Ideally first experience in the warehouse or logistics (no need)
• Careful and structured working methods
• Reliability and teamwork
• Basic understanding of order and processes
• Class B driving licence
• Ready to drive a van (sprinter)
• Physical load capacity","• With us, a working environment with an appreciative approach that is characterized by flexibility and personal responsibility awaits you
• We communicate openly, at eye level and are dutch
• Flat hierarchies and short decision-making paths correspond to our corporate culture
• Daily breakfast, company events and a discounted Germany ticket round off our offer for you
• Become part of our culture and discover new things every day",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Mitarbeiter-m-w-d-im-Bereich-Warenerfassung-und-Lagerlogistik-in-Vollzeit-Hamburg-NonFood-Werbeagentur-GmbH--14200983-inline.html,Job-3823,Gemini,Yes,Direct Employer,7310,Medium,73
"Self-employed warehousekeeper (m/w/d) at Daimler Truck AG, Commercial Vehicle Center Mercedes-Benz Hamburg, Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,Daimler Truck AG,"Manufacture of motor vehicles, trailers and semi-trailers",2026-06-26 00:00:00,Full-time,,"• Testing and processing of parts requirements from the workshop area and from customers
• Querying of parts availability and procurement of non-in stock spare parts
• Identification of required orders and management of backward positions
• On-time delivery of orders to the workshop
• Accept, check and assign delivered shipments for further use
• Execution of exchange, guarantee and old part-time withdrawals
• Issue of price information and clarification of technical issues related to the definition of parts","• Completed vocational training as a specialist for warehouse logistics (m/w/d) or comparable
• Very good organizational capacity
• High level of service competence
• High degree of self-responsible working and teamwork
• Standby for shift work","• Among other things, the following benefits await you:
• Attractive compensation package
• Occupational pensions
• Health services
• Individual development opportunities through our own Learning Academy and free access to LinkedIn Learning",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Selbststaendiger-Lagerist-m-w-d-bei-der-Daimler-Truck-AG-Nutzfahrzeugzentrum-Mercedes-Benz-Hamburg-Hamburg-Daimler-Truck-AG--14200581-inline.html,Job-3824,Rule_title,Yes,Direct Employer,2910,High,29
"Shipping and storage staff (m/w/d), Reinbek","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Reinbek,Sublips GmbH,"Retail trade, except of motor vehicles and motorcycles",2026-06-26 00:00:00,Full-time,,"• You take care of picking customer orders and make sure that everything is packed and shipped on time
• Your tasks include acceptance of goods and the inspection of goods, always keeping an eye on quality and completeness
• When storing and organizing inventory, you bring structure to our warehouse
• You are responsible for carrying out inventures, where you prove your carefulness","• You bring experience in the warehouse or shipping and can work independently and reliably
• Your German skills are good and you are a real team player
• You have basic knowledge of using computers to help you with your daily work","• You profit from an indefinite employment contract
• You enjoy regular hours without shift and weekend work
• Matching work clothes will be made available to you
• In our growing company you will find development opportunities
• Short decision-making procedures make your daily work easier",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Versand-und-Lagermitarbeiter-in-m-w-d-Reinbek-Sublips-GmbH--14140743-inline.html,Job-3825,Rule_title,Yes,Direct Employer,4791,Medium,47
"Camp staff (m/f/d) with representation function - full time, Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,Europa Apotheke Inh. Tim Niklas Zeifang,"Retail trade, except of motor vehicles and motorcycles",2026-06-26 00:00:00,Full-time,,"• receipt and exit of goods
• Picking and dispatch preparation
• Ensuring order and structure in the warehouse
• Carrying out journeys (e.g. pick-up/delivery)
• Representation of the responsible employee in absentia
• Support in the compliance and implementation of processes","• Experience in warehouse or logistics
• Valid driving licence class B (forcefully required)
• Self-employed, reliable and structured working methods
• Responsibility and teamwork
• Willingness to take responsibility and actively contribute to processes
• Commitment and reliability in daily work
• Implementation of instructions without delay
• Independent work and thinking in the daily business","• Full-time permanent job
• Clear structures and solid processes
• Responsible tasks with development potential
• A stable working environment with short decision-making paths
• Open and short communication channels
• New ways of digitisation
• 30 days' leave
• Attractive and diverse employee benefits",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-m-w-d-mit-Vertretungsfunktion-Vollzeit-Hamburg-Europa-Apotheke-Inh-Tim-Niklas-Zeifang--13950783-inline.html,Job-3826,Rule_title,Yes,Direct Employer,4772,High,47
"Team Leader Warehouse Logistics - Operational Leadership (m/w/d), Hamburg",Production & Specialized Service Managers (ISCO 13),1324.0,132.0,13.0,"Supply, distribution and related managers",Hamburg,Hamburg,CEVA Logistics GmbH,Warehousing and support activities for transportation,2026-06-25 00:00:00,Full-time,,"• Team management: You take over the professional management of your assigned teams in the core area.
• Resource planning: You control the efficient use of personnel and optimize the daily workflow.
• Process monitoring: You consistently implement operational instructions and safety requirements and control their compliance.
• Quality management: You document errors or faults reliably and forward them to the corresponding interfaces.
• Hands-on mentality: You actively support your team in day-to-day operations.
• Safety & Order: You are responsible for a clean, orderly and safe working environment.","• Qualification: Completed vocational training, ideally with the focus on warehouse logistics, e.g. specialist for warehouse logistics (m/w/d) or comparable.
• Management experience: First proven experience in the management of the technical staff.
• Skills: Very good German language skills in word and writing as well as a safe handling of MS Office.
• Personality: A high level of responsibility, enforcement and the ability to inspire others.","• Attractive salary: a fair and regulated remuneration.
• Future provision: grants for occupational retirement provision and additional risk insurance.
• Career opportunities: Flat hierarchies and real development opportunities in a global logistics company.
• Benefits: Various employee discounts and exclusive discounts.
• Working atmosphere: A varied activity in an international environment and a team.",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Teamleiter-Lagerlogistik-Operative-Fuehrung-m-w-d-Hamburg-CEVA-Logistics-GmbH--14138320-inline.html,Job-3827,Rule_title,Yes,Recruitment Agency,5229,High,52
"Warehouse employee/in incoming goods (m/w/d), Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,3B Scientific GmbH,Not specified,2026-06-25 00:00:00,Full-time,,"• Receipt of goods: You are responsible for receiving and checking the receipts of goods. You ensure that all goods are recorded correctly and allocated to the corresponding storage locations.
• Picking and packaging: You ensure that the ordered goods are picked and packaged according to customer orders, in order to ensure safe transport.
• loading and unloading of containers in compliance with the provisions on securing cargo
• Implementation of ventures","• Completed training and initial professional experience as a specialist for warehouse logistics or comparable qualifications
• Trusts in the handling of common PC applications, especially MS teams, Outlook and commodity management systems
• SAP knowledge of advantage
• Knowledge of working processes and safety regulations in the warehouse
• Professional handling of equipment and systems in storage, forklift slip
• Good knowledge of German
• Careful, independent and reliable working methods, even with temporary high workloads
• Team orientation as well as a motivated and friendly attitude
• An indefinite contract of employment
• No shift or weekend work, family-friendly working hours
• A collegial working atmosphere with flat hierarchies and Duz culture
• 30 days of holiday per year
• Supplementary occupational health insurance (after the end of the probationary period)
• Grants for company retirement provision, the Deutschlandticket and our company fitness offer (Hansefit)
• JobBike leasing (bike or e-bike)
• Employees advertise employees premium
• Extras like drinks and fruit",,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-in-Wareneingang-m-w-d-Hamburg-Hamburg-Deutschland-3B-Scientific-GmbH--14135556-inline.html,Job-3828,Rule_title,Yes,Direct Employer,,Low,
"Camp staff (m,w,d) with light production activities and overview in the warehouse industry, Norderstedt","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Schleswig-Holstein,Norderstedt,AEROLUX GmbH,Not specified,2026-06-25 00:00:00,Full-time,,**- **Storage activities with accompanying computer recording of production orders - packaging and shipping of articles - easy assembly and bag packing work - picking of products . Entry and exit bookings with hand scanners,"- Forklift slip should be available - reliability, diligence and teamwork are requiredBasic knowledge: Warehousing management systems Advanced knowledge: Warehousing, assembly",- Safe work place with a long-term perspective - Careful training in all areas of work - Varied activity with performance-oriented remuneration - 30 days holidays - 1. Salary - Supplementary health insurance after the probation period - Good transport connection / parking spaces available,On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-m-w-d-mit-leichten-Produktionstaetigkeiten-und-Ueberblick-in-der-Lagerwirtschaft-Norderstedt-AEROLUX-GmbH--14198190-inline.html,Job-3829,Rule_title,Yes,Direct Employer,,Low,
"Warehouse staff (m/w/d) Receipt of goods, Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,MEYLE AG,Wholesale and retail trade and repair of motor vehicles and motorcycles,2026-06-25 00:00:00,Full-time,,"• Be responsible for unloading containers and trucks
• You process all incoming shipments in terms of quality and quantity.
• Sampling of products according to internal quality specifications
• You record the shipments in the ERP system
• You are responsible for the creation of article and batch clean pallets
• Checking master data with downstream correction in the company
• Guided transport equipment
• Communication and coordination with interfaces","• Ideally they have completed training in warehouse logistics or many years of professional experience. Technical understanding is an advantage.
• They have a forklift license and are safe in handling forklift trucks.
• Safe German knowledge in word and writing is mandatory.
• Safe handling of MS Office products is required, and knowledge of SAP is desirable.
• You have a category B driving licence.
• They have a strong understanding and are able to quickly get involved in new work processes.
• They are physically resilient and ready to go to the extra MEYLE.
• Working in two shifts is not a challenge for you.","As a family-run owner of the small and medium-sized enterprises, we combine innovation and tradition. At the same time, we live values such as employee orientation, trust and interculturality. Diversity belongs to us like the rain to Hamburg: for us, man counts. Together, we work for a sustainable world of mobility. Our portfolio is rounded off by a lot of freedom for initiative, flexible working hours, extensive mobile work and our restaurant as well as comprehensive social benefits.",Remote,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-m-w-d-Wareneingang-Hamburg-MEYLE-AG--14196478-inline.html,Job-3830,Rule_title,Yes,Recruitment Agency,4530,Medium,45
"Training Specialist for warehouse logistics (m/w/d), Geesthacht",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Schleswig-Holstein,Geesthacht,Van Merhagen + Seeger GmbH,Warehousing and support activities for transportation,2026-06-24 00:00:00,Full-time,,"• Pass through all relevant departments
• Checking the quantity, quality and packaging of the goods when they are imported and exited, and the storage and storage of the goods in accordance with requirements
• Communication with forwarding companies and suppliers
• Work on new projects, e.g. eCommerce, Marketing, IT and many more.","• Professional maturity or medium maturity, minimum age: 16
• Interest in logistics processes, strong resilience and reliability
• Good knowledge of German in word and writing
• High willingness to learn and work
• Extensive communication and team skills","• fair training allowance including holiday and Christmas money
• Capital benefits
• Christmas Eve and New Year's Eve free
• No weekend work
• open corporate culture with flat hierarchies
• Provision of occupational clothing including safety shoes
• internal and external training
• Educational grant including
• Canteen and company events
• Health measures (e.g. Hansefit/Statics by Marcell Jansen) and company credit card
• Corporate benefits
• Jobbike
• and more",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Ausbildung-Fachkraft-fuer-Lagerlogistik-m-w-d-Geesthacht-bei-Hamburg-Van-Merhagen-Seeger-GmbH--14191670-inline.html,Job-3831,Rule_title,Yes,Direct Employer,5210,Medium,52
"Campers (m/w/d), Hollenstedt",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Hollenstedt,Geflügelhof Schönecke GmbH,"Crop and animal production, hunting and related service activities",2026-06-24 00:00:00,Full-time,,"• Commissioning
• Transport workers with the forklift truck or lifting cart
• receipt and exit of goods
• Handling the commodity management system (WinWeb)","• Training or long experience as a warehouseman
• Forklift ticket advantage (can also be purchased through us)
• Knowledge of the computer/goods management system
• Independent mobility to the location is mandatory (car) because no public transport is available in the evening
• High self-motivation and commitment, responsibility and reliability","• Occupational pension and capital benefits
• Employee discounts in all branches and market stands
• Job bike and high quality and functional professional clothing that suits you
• monthly charge of the Schönecke Givve Card (Mastercard) - net
• Recovery allowance 1x per year for the employee and children
• Business-fixes and spontaneous barbecue rounds - family-run business!",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lageristen-m-w-d-Hollenstedt-bei-Hamburg-Gefluegelhof-Schoenecke-GmbH--13811007-inline.html,Job-3832,Gemini,Yes,Direct Employer,0146,Medium,01
"Employees incoming goods / waste coordinator (m/w/d), Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,SKF Deutschland,"Manufacture of motor vehicles, trailers and semi-trailers",2026-06-24 00:00:00,Full-time,,"• Loading and unloading of supplier vehicles by means of forklifts
• Excavation and repacking of delivered materials as well as visual and quantity control of the delivered materials
• System-wide goods-entry bookings (including arrivals-indication for customs-goods) in SAP
• Participation in the processing of clarification cases in the receipt of goods
• Support for transport, loading and unloading operations and ventures
• Organisation of waste separation and collection
• Coordination of disposal and collection
• Maintenance of waste disposal documents and documents
• Support in cost control and optimization","• Successfully completed specialist vocational training, comparable qualifications or non-specialised vocational training, including relevant professional experience and further training
• Multi-annual professional experience in goods acceptance, warehouse, warehouse management (preferably SAP R/3) and internal transport
• Good knowledge of German and English in word and writing
• Forklift license and, if necessary, crane driver licence; UVV knowledge required
• Basic MS Office knowledge
• Very good team skills and a structured working method","• Permanent employment with an attraktive compensation (tariff agreement metal and electrical industry), 35-hour week, 30 holiday days, JobRad, Hansefit, subsidy for the German ticket and company retirement provision
• Intensive training and continuing training
• Team-oriented business culture with short decision-making paths",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Mitarbeiter-Wareneingang-Abfallkoordinator-m-w-d-Hamburg-SKF-Deutschland--14127118-inline.html,Job-3833,Rule_title,Yes,Recruitment Agency,2910,High,29
"Warehouse worker / employee Acceptance of goods (m/w/d) employee Tagschicht, Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,Schwarz & Hansen GmbH,"Wholesale trade, except of motor vehicles and motorcycles",2026-06-24 00:00:00,Part-time,,"• Acceptance and receipt control
• Professional storage of food and food supplies
• Ensure compliance with HACCP rules
• Inventory and MHD controls
• Implementation of ventures
• Processing of storage movements in the ERP system","• Experience in storage, especially with food
• Completed vocational training desirable
• Safe handling of industrial vehicles
• Safe handling of ERP systems & scanners
• very good knowledge of German","• 30 days' leave
• Known private brands
• Occupational pension provision
• Work clothes
• Bike leasing
• Corporate benefits
• Own training academy
• Integration into strong network",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagerist-Mitarbeiter-Warenannahme-m-w-d-Mitarbeiter-Tagschicht-Hamburg-Schwarz-Hansen-GmbH--14191273-inline.html,Job-3834,Rule_title,Yes,Direct Employer,4630,Medium,46
"Camp staff/ Specialist warehouse worker (m/w/d) - Hamburg Billbrook, Hamburg",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Hamburg,Friedrich Kraft GmbH,Wholesale and retail trade and repair of motor vehicles and motorcycles,2026-06-24 00:00:00,Full-time,,"• Storage, picking & shipping of car parts and workshop supplies
• Arrival & exit of goods
• Working on order, safety and cleanliness in the warehouse","• You convince us with your responsible working methods, your willingness to perform, your flexibility and your high motivation.
• They have preferably a training as a specialist warehouse operator or as a specialist for warehouse logistics or a corresponding professional experience.
• Cross-starters welcome! - You will be fully integrated with us
• Teamwork
• Physical resilience and careful working methods","• As a successful, flexible and service-oriented medium-sized company, we offer you a secure workplace, career opportunities and the cooperation in a dedicated and experienced team.
• Appropriate remuneration and social benefits.
• Weekly working time of 38.5 hours
• Payable pay plus holiday and Christmas money
• Family team & short decision-making process
• Safe work with regulated working hours
• Employee discount on our range
• Occupational pension
• Bike leasing
• 30 days' leave",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-Fachlagerist-m-w-d-Hamburg-Billbrook-Hamburg-Billbrook-Friedrich-Kraft-GmbH--13869268-inline.html,Job-3835,Rule_title,Yes,Direct Employer,4530,Medium,45
"Employees camp (m/w/d), Buchholz in der Nordheide",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Hamburg,Buchholz in der Nordheide,LINDER GmbH,Warehousing and support activities for transportation,2026-06-24 00:00:00,Full-time,,"• Acceptance, control and storage of goods
• Picking of package releases
• Packaging of goods for dispatch
• Loading and unloading of trucks with trucks
• Support for annual ventures","• Completed training as a specialist for warehouse logistics, specialist warehouse operator or comparable training - also possible for cross-country beginners
• Professional experience in the storage sector
• Experience in handling scanner systems for incoming and outgoing goods
• Forklift licence is desirable
• Team capability, reliability, resilience
• Good communication ability
• Organised and structured working methods","• Strong, reliable and closely connected team
• Short decision-making paths, flat hierarchies and open communication with the management - bureaucracy has no place with us!
• Self-employed and self-responsible work - enough room to celebrate your own successes from day 1
• Interesting and varied activity in a dynamic environment without long traffic jams to Hamburg",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Mitarbeiter-Lager-m-w-d-Buchholz-in-der-Nordheide-LINDER-GmbH--14127115-inline.html,Job-3836,Gemini,Yes,Recruitment Agency,5210,Medium,52
"Camp employee (m/w/d) Silierung, Hamburg","Labourers in mining, construction, manufacturing and transport (ISCO 93)",9333.0,933.0,93.0,Freight handlers,Hamburg,Hamburg,GREIWING logistics for you GmbH,Land transport and transport via pipelines,2026-06-24 00:00:00,Full-time,,"• Carrying out bottling, silage and loading activities
• Loading and unloading of trucks
• Scanning, picking and packaging activities
• Storage and removal of goods
• Responsible for safety, order and cleanliness in indoor and outdoor areas","• willingness to shift in the 2-shift system
• Technical understanding
• Forklift slip (front fork slip mandatory, push-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-to-the-the-the-the-the-the-the-the-the-the-the-the-to-to-to-to-to-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-the-
• Reliability and teamwork
• Good knowledge of German","• Permanent employment: with us you will receive an indefinite employment contract
• Training opportunities: e-learning and individual training
• Family business: internationally active, locally rooted and with flat hierarchies
• Employee recruiting employees: reward system for recruiting new GREIWING crew members
• Capital benefits: Monthly extra payment for your special savings contract - directly with your salary
• Holiday and Christmas money: to make the rest time even more beautiful
• Occupational pension: for a carefree retirement
• Discount platform: with exclusive shopping deals and leisure discounts
• GREIWING mobile phone: for professional and private use
• GREIWING-MasterCard: charged with attractive bonuses on special occasions
• GREIWING app: Our communication platform to keep up to date
• JobRad: as a classic wire ash or as a fast e-bike lease
• E-charging station: for both private and public vehicles - convenient charging directly at the workplace",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Lagermitarbeiter-in-m-w-d-Silierung-Hamburg-GREIWING-logistics-for-you-GmbH--14190891-inline.html,Job-3837,Rule_title,Yes,Direct Employer,4923,High,49
"Training Specialist Warehouse Logistics in (m/w/d) Norderstedt on 01.08.26, Norderstedt",Numerical and material recording clerks (ISCO 43),4321.0,432.0,43.0,Stock clerks,Schleswig-Holstein,Norderstedt,Glomm Logistics GmbH,Land transport and transport via pipelines,2026-06-23 00:00:00,Part-time,,"As a specialist warehouser you work in one of our warehouses. You learn the different storage areas (e.g. Cooling warehouses, hazardous goods, shelf systems etc.) know and make the forklift certificate within the scope of your training. As a reliable logistics partner, we not only take over the storage, but also the complete order processing - including picking, sample taking, refilling and other services.","• You have at least one master's degree
• You have a technical understanding and interest in machines
• You act friendly and you work reliably
• You are conscientious and resilient.
• You like to work in the team","• Team events within your current department, as well as under the trainees
• Fully equipped kitchen, free drinks + fruit
• Attractive premium models!
• Travel grant
• Corporate benefits
• And of course, take-over and career opportunities!",On-site,Logistics & Transport,2026-06-28,https://www.stepstone.de/stellenangebote--Ausbildung-Fachkraft-Lagerlogistik-in-m-w-d-Norderstedt-zum-01-08-26-Norderstedt-Glomm-Logistics-GmbH--13991259-inline.html,Job-3838,Gemini,Yes,Direct Employer,4923,High,49
